Iteration, eigenvalue, x_factor, lambda_factor, norm_x_change, gradient_lambda
107701, 0.5851921, -0.2016737, 0.7868658, 0.0000505, 0.8559008
107801, 0.5939994, -0.2017758, 0.7957752, 0.0000505, 0.8562743
107901, 0.6028037, -0.2018726, 0.8046764, 0.0000506, 0.8566310
108001, 0.6116044, -0.2019642, 0.8135685, 0.0000507, 0.8569710
108101, 0.6204007, -0.2020503, 0.8224510, 0.0000508, 0.8572940
108201, 0.6291923, -0.2021308, 0.8313231, 0.0000509, 0.8575998
108301, 0.6379784, -0.2022055, 0.8401839, 0.0000510, 0.8578879
108401, 0.6467585, -0.2022740, 0.8490325, 0.0000511, 0.8581580
108501, 0.6555321, -0.2023353, 0.8578674, 0.0000512, 0.8584092
108601, 0.6642984, -0.2023891, 0.8666876, 0.0000513, 0.8586410
108701, 0.6730567, -0.2024365, 0.8754932, 0.0000514, 0.8588542
108801, 0.6818059, -0.2024782, 0.8842841, 0.0000515, 0.8590490
108901, 0.6905453, -0.2025141, 0.8930594, 0.0000517, 0.8592253
109001, 0.6992742, -0.2025443, 0.9018185, 0.0000518, 0.8593829
109101, 0.7079919, -0.2025686, 0.9105605, 0.0000519, 0.8595217
109201, 0.7166976, -0.2025870, 0.9192845, 0.0000520, 0.8596411
109301, 0.7253905, -0.2025992, 0.9279897, 0.0000522, 0.8597410
109401, 0.7340700, -0.2026052, 0.9366752, 0.0000523, 0.8598212
109501, 0.7427351, -0.2026049, 0.9453400, 0.0000525, 0.8598814
109601, 0.7513851, -0.2025981, 0.9539833, 0.0000526, 0.8599211
109701, 0.7600192, -0.2025848, 0.9626040, 0.0000527, 0.8599402
109801, 0.7686363, -0.2025648, 0.9712011, 0.0000529, 0.8599382
109901, 0.7772358, -0.2025379, 0.9797737, 0.0000530, 0.8599149
110001, 0.7858166, -0.2025042, 0.9883208, 0.0000532, 0.8598700
110101, 0.7943779, -0.2024632, 0.9968411, 0.0000534, 0.8598030
110201, 0.8029187, -0.2024151, 1.0053338, 0.0000535, 0.8597137
110301, 0.8114380, -0.2023596, 1.0137976, 0.0000537, 0.8596015
110401, 0.8199349, -0.2022966, 1.0222315, 0.0000539, 0.8594663
110501, 0.8284081, -0.2022260, 1.0306341, 0.0000541, 0.8593074
110601, 0.8368569, -0.2021476, 1.0390045, 0.0000542, 0.8591247
110701, 0.8452798, -0.2020612, 1.0473411, 0.0000545, 0.8589174
110801, 0.8536761, -0.2019668, 1.0556428, 0.0000547, 0.8586854
110901, 0.8620442, -0.2018639, 1.0639081, 0.0000549, 0.8584279
111001, 0.8703832, -0.2017528, 1.0721360, 0.0000551, 0.8581448
111101, 0.8786918, -0.2016330, 1.0803248, 0.0000553, 0.8578353
111201, 0.8869686, -0.2015044, 1.0884730, 0.0000556, 0.8574989
111301, 0.8952124, -0.2013668, 1.0965793, 0.0000558, 0.8571352
111401, 0.9034219, -0.2012202, 1.1046421, 0.0000560, 0.8567436
111501, 0.9115955, -0.2010641, 1.1126596, 0.0000563, 0.8563234
111601, 0.9197319, -0.2008985, 1.1206304, 0.0000565, 0.8558741
111701, 0.9278292, -0.2007229, 1.1285521, 0.0000568, 0.8553947
111801, 0.9358862, -0.2005374, 1.1364236, 0.0000570, 0.8548849
111901, 0.9439011, -0.2003415, 1.1442426, 0.0000573, 0.8543437
112001, 0.9518722, -0.2001352, 1.1520074, 0.0000576, 0.8537706
112101, 0.9597978, -0.1999180, 1.1597158, 0.0000580, 0.8531647
112201, 0.9676760, -0.1996899, 1.1673659, 0.0000583, 0.8525252
112301, 0.9755048, -0.1994504, 1.1749552, 0.0000586, 0.8518512
112401, 0.9832823, -0.1991992, 1.1824815, 0.0000589, 0.8511418
112501, 0.9910061, -0.1989360, 1.1899421, 0.0000593, 0.8503959
112601, 0.9986744, -0.1986607, 1.1973351, 0.0000596, 0.8496127
112701, 1.0062845, -0.1983726, 1.2046571, 0.0000600, 0.8487908
112801, 1.0138340, -0.1980714, 1.2119054, 0.0000605, 0.8479292
112901, 1.0213209, -0.1977569, 1.2190778, 0.0000609, 0.8470270
113001, 1.0287419, -0.1974285, 1.2261704, 0.0000613, 0.8460825
113101, 1.0360941, -0.1970857, 1.2331797, 0.0000618, 0.8450941
113201, 1.0433747, -0.1967280, 1.2401026, 0.0000623, 0.8440606
113301, 1.0505808, -0.1963553, 1.2469361, 0.0000628, 0.8429809
113401, 1.0577087, -0.1959668, 1.2536754, 0.0000633, 0.8418529
113501, 1.0647551, -0.1955622, 1.2603173, 0.0000638, 0.8406751
113601, 1.0717162, -0.1951409, 1.2668571, 0.0000644, 0.8394457
113701, 1.0785882, -0.1947023, 1.2732905, 0.0000650, 0.8381627
113801, 1.0853664, -0.1942455, 1.2796120, 0.0000656, 0.8368236
113901, 1.0920465, -0.1937700, 1.2858165, 0.0000663, 0.8354263
114001, 1.0986239, -0.1932751, 1.2918989, 0.0000670, 0.8339686
114101, 1.1050927, -0.1927596, 1.2978523, 0.0000678, 0.8324472
114201, 1.1114483, -0.1922232, 1.3036714, 0.0000686, 0.8308600
114301, 1.1176840, -0.1916645, 1.3093485, 0.0000694, 0.8292033
114401, 1.1237933, -0.1910826, 1.3148760, 0.0000703, 0.8274738
114501, 1.1297697, -0.1904765, 1.3202462, 0.0000712, 0.8256680
114601, 1.1356047, -0.1898447, 1.3254493, 0.0000722, 0.8237812
114701, 1.1412907, -0.1891861, 1.3304768, 0.0000733, 0.8218098
114801, 1.1468184, -0.1884992, 1.3353176, 0.0000745, 0.8197484
114901, 1.1521779, -0.1877825, 1.3399603, 0.0000757, 0.8175919
115001, 1.1573573, -0.1870338, 1.3443911, 0.0000770, 0.8153336
115101, 1.1623452, -0.1862514, 1.3485966, 0.0000784, 0.8129673
115201, 1.1671278, -0.1854333, 1.3525610, 0.0000800, 0.8104855
115301, 1.1716902, -0.1845767, 1.3562669, 0.0000817, 0.8078800
115401, 1.1760149, -0.1836791, 1.3596940, 0.0000835, 0.8051410
115501, 1.1800826, -0.1827372, 1.3628198, 0.0000855, 0.8022577
115601, 1.1838715, -0.1817475, 1.3656190, 0.0000878, 0.7992178
115701, 1.1873576, -0.1807063, 1.3680639, 0.0000902, 0.7960081
115801, 1.1905113, -0.1796086, 1.3701199, 0.0000929, 0.7926116
115901, 1.1932998, -0.1784495, 1.3717493, 0.0000959, 0.7890099
116001, 1.1956897, -0.1772239, 1.3729136, 0.0000992, 0.7851846
116101, 1.1976389, -0.1759257, 1.3735645, 0.0001028, 0.7811121
116201, 1.1991053, -0.1745491, 1.3736544, 0.0001068, 0.7767699
116301, 1.2000430, -0.1730885, 1.3731315, 0.0001110, 0.7721335
116401, 1.2004138, -0.1715407, 1.3719546, 0.0001154, 0.7671847
116501, 1.2001906, -0.1699063, 1.3700969, 0.0001198, 0.7619139
116601, 1.1993711, -0.1681916, 1.3675627, 0.0001236, 0.7563285
116701, 1.1979833, -0.1664102, 1.3643935, 0.0001266, 0.7504563
116801, 1.1960821, -0.1645801, 1.3606622, 0.0001287, 0.7443415
116901, 1.1937285, -0.1627195, 1.3564480, 0.0001299, 0.7380311
117001, 1.1909740, -0.1608430, 1.3518170, 0.0001305, 0.7315638
117101, 1.1878517, -0.1589596, 1.3468113, 0.0001309, 0.7249649
117201, 1.1843754, -0.1570739, 1.3414493, 0.0001312, 0.7182462
117301, 1.1805492, -0.1551880, 1.3357372, 0.0001314, 0.7114128
117401, 1.1763680, -0.1533022, 1.3296703, 0.0001318, 0.7044642
117501, 1.1718262, -0.1514165, 1.3232427, 0.0001322, 0.6973990
117601, 1.1669155, -0.1495305, 1.3164460, 0.0001327, 0.6902147
117701, 1.1616278, -0.1476440, 1.3092718, 0.0001332, 0.6829086
117801, 1.1559587, -0.1457573, 1.3017160, 0.0001338, 0.6754806
117901, 1.1499031, -0.1438708, 1.2937738, 0.0001343, 0.6679300
118001, 1.1434581, -0.1419850, 1.2854431, 0.0001350, 0.6602577
118101, 1.1366214, -0.1401009, 1.2767223, 0.0001355, 0.6524645
118201, 1.1293924, -0.1382195, 1.2676118, 0.0001361, 0.6445526
118301, 1.1217726, -0.1363418, 1.2581144, 0.0001367, 0.6365250
118401, 1.1137632, -0.1344693, 1.2482325, 0.0001372, 0.6283848
118501, 1.1053664, -0.1326032, 1.2379695, 0.0001377, 0.6201352
118601, 1.0965867, -0.1307448, 1.2273316, 0.0001381, 0.6117810
118701, 1.0874286, -0.1288958, 1.2163244, 0.0001385, 0.6033265
118801, 1.0778969, -0.1270576, 1.2049544, 0.0001389, 0.5947762
118901, 1.0679979, -0.1252315, 1.1932294, 0.0001392, 0.5861354
119001, 1.0577392, -0.1234192, 1.1811584, 0.0001394, 0.5774097
119101, 1.0471259, -0.1216219, 1.1687478, 0.0001396, 0.5686035
119201, 1.0361678, -0.1198412, 1.1560090, 0.0001397, 0.5597233
119301, 1.0248726, -0.1180784, 1.1429510, 0.0001398, 0.5507747
119401, 1.0132499, -0.1163349, 1.1295848, 0.0001398, 0.5417636
119501, 1.0013081, -0.1146119, 1.1159200, 0.0001397, 0.5326957
119601, 0.9890572, -0.1129108, 1.1019680, 0.0001396, 0.5235769
119701, 0.9765076, -0.1112327, 1.0877402, 0.0001394, 0.5144136
119801, 0.9636689, -0.1095786, 1.0732475, 0.0001392, 0.5052111
119901, 0.9505528, -0.1079497, 1.0585025, 0.0001389, 0.4959762
120001, 0.9371694, -0.1063470, 1.0435164, 0.0001385, 0.4867143
120101, 0.9235303, -0.1047713, 1.0283016, 0.0001381, 0.4774316
120201, 0.9096460, -0.1032235, 1.0128695, 0.0001376, 0.4681335
120301, 0.8955279, -0.1017045, 0.9972323, 0.0001370, 0.4588259
120401, 0.8811881, -0.1002148, 0.9814029, 0.0001365, 0.4495146
120501, 0.8666377, -0.0987551, 0.9653927, 0.0001358, 0.4402051
120601, 0.8518886, -0.0973260, 0.9492146, 0.0001351, 0.4309030
120701, 0.8369529, -0.0959281, 0.9328809, 0.0001344, 0.4216137
120801, 0.8218418, -0.0945616, 0.9164035, 0.0001335, 0.4123424
120901, 0.8065663, -0.0932271, 0.8997933, 0.0001326, 0.4030938
121001, 0.7911402, -0.0919248, 0.8830650, 0.0001317, 0.3938739
121101, 0.7755736, -0.0906549, 0.8662286, 0.0001308, 0.3846869
121201, 0.7598780, -0.0894177, 0.8492957, 0.0001297, 0.3755375
121301, 0.7440659, -0.0882132, 0.8322791, 0.0001287, 0.3664306
121401, 0.7281486, -0.0870415, 0.8151902, 0.0001276, 0.3573708
121501, 0.7121368, -0.0859027, 0.7980395, 0.0001264, 0.3483620
121601, 0.6960420, -0.0847967, 0.7808387, 0.0001252, 0.3394085
121701, 0.6798754, -0.0837234, 0.7635988, 0.0001240, 0.3305144
121801, 0.6636466, -0.0826827, 0.7463293, 0.0001227, 0.3216830
121901, 0.6473670, -0.0816744, 0.7290413, 0.0001214, 0.3129183
122001, 0.6310461, -0.0806982, 0.7117442, 0.0001200, 0.3042233
122101, 0.6146950, -0.0797539, 0.6944489, 0.0001186, 0.2956018
122201, 0.5983225, -0.0788412, 0.6771636, 0.0001172, 0.2870564
122301, 0.5819376, -0.0779597, 0.6598973, 0.0001158, 0.2785898
122401, 0.5655498, -0.0771092, 0.6426590, 0.0001143, 0.2702049
122501, 0.5491671, -0.0762890, 0.6254561, 0.0001128, 0.2619037
122601, 0.5327987, -0.0754990, 0.6082977, 0.0001113, 0.2536888
122701, 0.5164520, -0.0747385, 0.5911905, 0.0001098, 0.2455622
122801, 0.5001346, -0.0740070, 0.5741416, 0.0001082, 0.2375256
122901, 0.4838537, -0.0733042, 0.5571580, 0.0001066, 0.2295806
123001, 0.4676158, -0.0726295, 0.5402452, 0.0001051, 0.2217285
123101, 0.4514280, -0.0719822, 0.5234102, 0.0001035, 0.2139710
123201, 0.4352958, -0.0713620, 0.5066578, 0.0001019, 0.2063089
123301, 0.4192251, -0.0707682, 0.4899933, 0.0001003, 0.1987432
123401, 0.4032209, -0.0702002, 0.4734211, 0.0000987, 0.1912744
123501, 0.3872892, -0.0696575, 0.4569467, 0.0000971, 0.1839036
123601, 0.3714343, -0.0691395, 0.4405738, 0.0000955, 0.1766312
123701, 0.3556593, -0.0686456, 0.4243049, 0.0000939, 0.1694569
123801, 0.3399694, -0.0681751, 0.4081445, 0.0000923, 0.1623814
123901, 0.3243680, -0.0677276, 0.3920956, 0.0000907, 0.1554046
124001, 0.3088582, -0.0673024, 0.3761606, 0.0000891, 0.1485264
124101, 0.2934430, -0.0668989, 0.3603419, 0.0000876, 0.1417465
124201, 0.2781251, -0.0665164, 0.3446416, 0.0000860, 0.1350646
124301, 0.2629071, -0.0661546, 0.3290617, 0.0000845, 0.1284804
124401, 0.2477910, -0.0658127, 0.3136037, 0.0000830, 0.1219932
124501, 0.2327787, -0.0654901, 0.2982688, 0.0000814, 0.1156024
124601, 0.2178718, -0.0651863, 0.2830582, 0.0000799, 0.1093073
124701, 0.2030721, -0.0649008, 0.2679729, 0.0000785, 0.1031072
124801, 0.1883805, -0.0646329, 0.2530134, 0.0000771, 0.0970013
124901, 0.1737978, -0.0643822, 0.2381800, 0.0000756, 0.0909884
125001, 0.1593252, -0.0641480, 0.2234732, 0.0000742, 0.0850678
125101, 0.1449635, -0.0639299, 0.2088934, 0.0000729, 0.0792385
125201, 0.1307128, -0.0637273, 0.1944401, 0.0000715, 0.0734992
125301, 0.1165737, -0.0635397, 0.1801134, 0.0000702, 0.0678489
125401, 0.1025466, -0.0633666, 0.1659133, 0.0000689, 0.0622866
125501, 0.0886316, -0.0632076, 0.1518391, 0.0000676, 0.0568111
125601, 0.0748288, -0.0630621, 0.1378910, 0.0000664, 0.0514211
125701, 0.0611383, -0.0629297, 0.1240681, 0.0000652, 0.0461156
125801, 0.0475600, -0.0628100, 0.1103700, 0.0000640, 0.0408931
125901, 0.0340939, -0.0627024, 0.0967963, 0.0000628, 0.0357526
126001, 0.0207404, -0.0626066, 0.0833470, 0.0000616, 0.0306928
126101, 0.0074995, -0.0625222, 0.0700217, 0.0000605, 0.0257126
126201, -0.0056282, -0.0624488, 0.0568206, 0.0000594, 0.0208106
126301, -0.0186414, -0.0623861, 0.0437447, 0.0000583, 0.0159859
126401, -0.0315379, -0.0623338, 0.0307959, 0.0000572, 0.0112373
126501, -0.0443133, -0.0622917, 0.0179784, 0.0000562, 0.0065639
126601, -0.0569561, -0.0622600, 0.0053039, 0.0000550, 0.0019652
126701, -0.0694314, -0.0622399, -0.0071915, 0.0000537, 0.0025581
126801, -0.0816399, -0.0622344, -0.0194055, 0.0000523, 0.0070033
126901, -0.0935238, -0.0622429, -0.0312809, 0.0000513, 0.0113716
127001, -0.1051190, -0.0622610, -0.0428579, 0.0000505, 0.0156708
127101, -0.1164492, -0.0622870, -0.0541622, 0.0000498, 0.0199056
127201, -0.1275263, -0.0623202, -0.0652061, 0.0000491, 0.0240785
127301, -0.1383578, -0.0623604, -0.0759974, 0.0000485, 0.0281909
127401, -0.1489501, -0.0624075, -0.0865425, 0.0000478, 0.0322441
127501, -0.1593083, -0.0624612, -0.0968471, 0.0000472, 0.0362391
127601, -0.1694377, -0.0625212, -0.1069165, 0.0000466, 0.0401770
127701, -0.1793430, -0.0625872, -0.1167557, 0.0000460, 0.0440588
127801, -0.1890291, -0.0626592, -0.1263699, 0.0000455, 0.0478857
127901, -0.1985006, -0.0627368, -0.1357637, 0.0000450, 0.0516587
128001, -0.2077618, -0.0628199, -0.1449420, 0.0000445, 0.0553789
128101, -0.2168173, -0.0629081, -0.1539092, 0.0000440, 0.0590474
128201, -0.2256710, -0.0630013, -0.1626696, 0.0000435, 0.0626650
128301, -0.2343272, -0.0630994, -0.1712278, 0.0000430, 0.0662328
128401, -0.2427899, -0.0632020, -0.1795879, 0.0000426, 0.0697519
128501, -0.2510627, -0.0633090, -0.1877538, 0.0000422, 0.0732231
128601, -0.2591499, -0.0634202, -0.1957297, 0.0000418, 0.0766476
128701, -0.2670547, -0.0635354, -0.2035193, 0.0000414, 0.0800260
128801, -0.2747813, -0.0636545, -0.2111267, 0.0000411, 0.0833595
128901, -0.2823326, -0.0637773, -0.2185553, 0.0000407, 0.0866488
129001, -0.2897124, -0.0639036, -0.2258088, 0.0000404, 0.0898948
129101, -0.2969242, -0.0640333, -0.2328909, 0.0000401, 0.0930986
129201, -0.3039707, -0.0641662, -0.2398045, 0.0000397, 0.0962606
129301, -0.3108556, -0.0643022, -0.2465534, 0.0000394, 0.0993820
129401, -0.3175818, -0.0644411, -0.2531407, 0.0000392, 0.1024633
129501, -0.3241530, -0.0645829, -0.2595700, 0.0000389, 0.1055058
129601, -0.3305708, -0.0647273, -0.2658435, 0.0000386, 0.1085096
129701, -0.3368391, -0.0648742, -0.2719649, 0.0000384, 0.1114758
129801, -0.3429605, -0.0650236, -0.2779369, 0.0000381, 0.1144051
129901, -0.3489380, -0.0651753, -0.2837628, 0.0000379, 0.1172983
130001, -0.3547743, -0.0653292, -0.2894451, 0.0000377, 0.1201560
130101, -0.3604716, -0.0654852, -0.2949865, 0.0000374, 0.1229789
130201, -0.3660328, -0.0656432, -0.3003896, 0.0000373, 0.1257677
130301, -0.3714603, -0.0658031, -0.3056572, 0.0000370, 0.1285231
130401, -0.3767565, -0.0659647, -0.3107918, 0.0000368, 0.1312456
130501, -0.3819242, -0.0661281, -0.3157961, 0.0000367, 0.1339360
130601, -0.3869653, -0.0662932, -0.3206721, 0.0000365, 0.1365948
130701, -0.3918825, -0.0664597, -0.3254228, 0.0000363, 0.1392228
130801, -0.3966778, -0.0666278, -0.3300500, 0.0000362, 0.1418203
130901, -0.4013532, -0.0667972, -0.3345560, 0.0000360, 0.1443880
131001, -0.4059117, -0.0669680, -0.3389437, 0.0000359, 0.1469268
131101, -0.4103542, -0.0671399, -0.3432143, 0.0000357, 0.1494367
131201, -0.4146840, -0.0673131, -0.3473709, 0.0000356, 0.1519188
131301, -0.4189018, -0.0674873, -0.3514144, 0.0000354, 0.1543730
131401, -0.4230108, -0.0676627, -0.3553482, 0.0000353, 0.1568005
131501, -0.4270121, -0.0678390, -0.3591732, 0.0000352, 0.1592013
131601, -0.4309080, -0.0680162, -0.3628918, 0.0000351, 0.1615762
131701, -0.4347005, -0.0681943, -0.3665061, 0.0000350, 0.1639257
131801, -0.4383909, -0.0683733, -0.3700176, 0.0000348, 0.1662501
131901, -0.4419815, -0.0685530, -0.3734284, 0.0000347, 0.1685501
132001, -0.4454733, -0.0687335, -0.3767398, 0.0000346, 0.1708258
132101, -0.4488687, -0.0689146, -0.3799541, 0.0000345, 0.1730781
132201, -0.4521690, -0.0690964, -0.3830726, 0.0000344, 0.1753072
132301, -0.4553760, -0.0692788, -0.3860972, 0.0000344, 0.1775136
132401, -0.4584913, -0.0694618, -0.3890295, 0.0000343, 0.1796978
132501, -0.4615165, -0.0696453, -0.3918712, 0.0000342, 0.1818603
132601, -0.4644530, -0.0698293, -0.3946237, 0.0000341, 0.1840013
132701, -0.4673023, -0.0700137, -0.3972886, 0.0000341, 0.1861213
132801, -0.4700661, -0.0701986, -0.3998675, 0.0000340, 0.1882208
132901, -0.4727453, -0.0703839, -0.4023614, 0.0000339, 0.1903000
133001, -0.4753414, -0.0705695, -0.4047719, 0.0000338, 0.1923593
133101, -0.4778561, -0.0707554, -0.4071006, 0.0000338, 0.1943992
133201, -0.4802908, -0.0709417, -0.4093491, 0.0000337, 0.1964202
133301, -0.4826470, -0.0711283, -0.4115186, 0.0000336, 0.1984226
133401, -0.4849259, -0.0713152, -0.4136107, 0.0000336, 0.2004069
133501, -0.4871278, -0.0715023, -0.4156255, 0.0000335, 0.2023729
133601, -0.4892549, -0.0716896, -0.4175653, 0.0000335, 0.2043215
133701, -0.4913088, -0.0718772, -0.4194316, 0.0000335, 0.2062530
133801, -0.4932900, -0.0720649, -0.4212250, 0.0000334, 0.2081676
133901, -0.4951994, -0.0722528, -0.4229466, 0.0000334, 0.2100656
134001, -0.4970392, -0.0724409, -0.4245983, 0.0000333, 0.2119476
134101, -0.4988096, -0.0726292, -0.4261805, 0.0000332, 0.2138136
134201, -0.5005119, -0.0728175, -0.4276943, 0.0000332, 0.2156640
134301, -0.5021473, -0.0730060, -0.4291413, 0.0000332, 0.2174992
134401, -0.5037169, -0.0731946, -0.4305223, 0.0000332, 0.2193196
134501, -0.5052217, -0.0733832, -0.4318385, 0.0000332, 0.2211253
134601, -0.5066627, -0.0735720, -0.4330907, 0.0000331, 0.2229168
134701, -0.5080412, -0.0737609, -0.4342804, 0.0000331, 0.2246944
134801, -0.5093577, -0.0739498, -0.4354079, 0.0000331, 0.2264581
134901, -0.5106139, -0.0741388, -0.4364751, 0.0000330, 0.2282088
135001, -0.5118096, -0.0743278, -0.4374818, 0.0000330, 0.2299461
135101, -0.5129466, -0.0745169, -0.4384297, 0.0000331, 0.2316706
135201, -0.5140254, -0.0747060, -0.4393194, 0.0000330, 0.2333826
135301, -0.5150471, -0.0748952, -0.4401518, 0.0000330, 0.2350822
135401, -0.5160132, -0.0750845, -0.4409287, 0.0000330, 0.2367703
135501, -0.5169231, -0.0752737, -0.4416494, 0.0000330, 0.2384462
135601, -0.5177793, -0.0754631, -0.4423162, 0.0000330, 0.2401111
135701, -0.5185814, -0.0756524, -0.4429290, 0.0000331, 0.2417647
135801, -0.5193311, -0.0758418, -0.4434893, 0.0000330, 0.2434076
135901, -0.5200286, -0.0760313, -0.4439973, 0.0000330, 0.2450398
136001, -0.5206743, -0.0762207, -0.4444536, 0.0000331, 0.2466614
136101, -0.5212699, -0.0764102, -0.4448596, 0.0000330, 0.2482730
136201, -0.5218159, -0.0765998, -0.4452161, 0.0000331, 0.2498750
136301, -0.5223125, -0.0767894, -0.4455231, 0.0000330, 0.2514670
136401, -0.5227611, -0.0769790, -0.4457821, 0.0000331, 0.2530499
136501, -0.5231621, -0.0771687, -0.4459933, 0.0000331, 0.2546236
136601, -0.5235162, -0.0773585, -0.4461577, 0.0000332, 0.2561885
136701, -0.5238244, -0.0775483, -0.4462761, 0.0000332, 0.2577449
136801, -0.5240870, -0.0777382, -0.4463488, 0.0000332, 0.2592928
136901, -0.5243053, -0.0779282, -0.4463771, 0.0000332, 0.2608329
137001, -0.5244794, -0.0781183, -0.4463610, 0.0000333, 0.2623650
137101, -0.5246100, -0.0783085, -0.4463015, 0.0000333, 0.2638895
137201, -0.5246981, -0.0784988, -0.4461993, 0.0000333, 0.2654068
137301, -0.5247444, -0.0786893, -0.4460551, 0.0000333, 0.2669171
137401, -0.5247486, -0.0788798, -0.4458687, 0.0000334, 0.2684202
137501, -0.5247122, -0.0790705, -0.4456416, 0.0000335, 0.2699169
137601, -0.5246357, -0.0792614, -0.4453743, 0.0000335, 0.2714072
137701, -0.5245191, -0.0794524, -0.4450667, 0.0000336, 0.2728912
137801, -0.5243638, -0.0796436, -0.4447202, 0.0000336, 0.2743695
137901, -0.5241701, -0.0798351, -0.4443350, 0.0000337, 0.2758422
138001, -0.5239384, -0.0800267, -0.4439117, 0.0000337, 0.2773094
138101, -0.5236693, -0.0802185, -0.4434508, 0.0000338, 0.2787714
138201, -0.5233635, -0.0804106, -0.4429528, 0.0000338, 0.2802286
138301, -0.5230217, -0.0806030, -0.4424188, 0.0000340, 0.2816813
138401, -0.5226440, -0.0807956, -0.4418484, 0.0000340, 0.2831293
138501, -0.5222312, -0.0809885, -0.4412426, 0.0000341, 0.2845733
138601, -0.5217836, -0.0811818, -0.4406018, 0.0000342, 0.2860132
138701, -0.5213023, -0.0813754, -0.4399269, 0.0000343, 0.2874498
138801, -0.5207869, -0.0815693, -0.4392176, 0.0000343, 0.2888825
138901, -0.5202389, -0.0817636, -0.4384753, 0.0000344, 0.2903125
139001, -0.5196580, -0.0819583, -0.4376996, 0.0000345, 0.2917392
139101, -0.5190450, -0.0821535, -0.4368915, 0.0000346, 0.2931634
139201, -0.5184004, -0.0823491, -0.4360513, 0.0000347, 0.2945852
139301, -0.5177247, -0.0825451, -0.4351796, 0.0000349, 0.2960049
139401, -0.5170183, -0.0827417, -0.4342767, 0.0000349, 0.2974227
139501, -0.5162813, -0.0829387, -0.4333426, 0.0000351, 0.2988386
139601, -0.5155146, -0.0831363, -0.4323784, 0.0000352, 0.3002532
139701, -0.5147189, -0.0833345, -0.4313844, 0.0000353, 0.3016669
139801, -0.5138939, -0.0835332, -0.4303607, 0.0000355, 0.3030795
139901, -0.5130406, -0.0837326, -0.4293080, 0.0000355, 0.3044917
140001, -0.5121590, -0.0839326, -0.4282263, 0.0000357, 0.3059034
140101, -0.5112499, -0.0841334, -0.4271166, 0.0000358, 0.3073152
140201, -0.5103134, -0.0843348, -0.4259786, 0.0000360, 0.3087271
140301, -0.5093500, -0.0845369, -0.4248131, 0.0000362, 0.3101396
140401, -0.5083604, -0.0847399, -0.4236205, 0.0000363, 0.3115529
140501, -0.5073446, -0.0849436, -0.4224010, 0.0000364, 0.3129673
140601, -0.5063032, -0.0851482, -0.4211550, 0.0000367, 0.3143831
140701, -0.5052364, -0.0853537, -0.4198827, 0.0000368, 0.3158004
140801, -0.5041449, -0.0855601, -0.4185848, 0.0000370, 0.3172199
140901, -0.5030288, -0.0857674, -0.4172614, 0.0000372, 0.3186416
141001, -0.5018884, -0.0859758, -0.4159126, 0.0000374, 0.3200658
141101, -0.5007240, -0.0861851, -0.4145389, 0.0000376, 0.3214927
141201, -0.4995365, -0.0863955, -0.4131409, 0.0000378, 0.3229231
141301, -0.4983256, -0.0866070, -0.4117186, 0.0000380, 0.3243568
141401, -0.4970921, -0.0868197, -0.4102724, 0.0000382, 0.3257945
141501, -0.4958359, -0.0870336, -0.4088024, 0.0000384, 0.3272362
141601, -0.4945579, -0.0872487, -0.4073092, 0.0000386, 0.3286826
141701, -0.4932580, -0.0874650, -0.4057930, 0.0000389, 0.3301337
141801, -0.4919369, -0.0876828, -0.4042541, 0.0000391, 0.3315902
